ID,iyear,imonth,iday,date,dayweek,country_txt,country,region,region_txt,provstate,city,summary,crit1,crit2,crit3,success,suicide,doubtter_txt,doubtterr,gname,attacktype1_txt,Attacktype,attacktype2_txt,attacktype2,targtype,targtype1,targsubtype1_txt,targsubtype1,targtype2_txt,targtype2,targsubtype2_txt,targsubtype2,weaptype1_txt,weaptype1,weapsubtype1_txt,weapsubtype1,weaptype2_txt,weaptype2,weapsubtype2_txt,weapsubtype2,nkill,nkillter,nwound,nwoundte,helper,Foiling Method,Foiling Method (other),Key Factors Leading to Prevention,Key Factors Leading to Prevention (other),Arrests Made,Convictions Made,Case file link (if possible) , Post-incident on-the-ground changes,cite1,cite2,cite3,lat,long
201903030001,2019,3,3,3/3/2019,1,Israel,97,10,Middle East & North Africa,Southern,Unknown,"03/03/2019: Assailants threw explosive devices over the Gazan border fence in Southern, Israel. There were no reported casualties in the attack, No group claimed responsibility for the incident.",,,,1,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Unknown,20,,#N/A,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,0,0,0,20190303,,,,,,,,,,,,,
201903170001,2019,3,17,3/17/2019,1,Israel,97,10,Middle East & North Africa,Southern,Reim,"03/17/2019: A toy Styrofoam plane with a grenade was flown from Gaza Strip and landed along Telor Road 234. between Reim and Urim, Southern, Israel. No group claimed responsibility for the attack.",,,,0,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Unknown,20,,#N/A,,#N/A,,#N/A,Explosives,6,Grenade,7,,#N/A,,#N/A,0,0,0,0,20190317,,,,,,,,,,,,,
201903240001,2019,3,24,3/24/2019,1,Israel,97,10,Middle East & North Africa,Southern,Kziot,"03/24/2019: An inmate stabbed guards at the Ketziot Security Prison in Kziot, Southern, Israel. At least 11 people were injured, including two security guards and several inmates, in the initial attack and resulting clashes. No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement).",,,,1,0,Terrorism,0,Hamas (Islamic Resistance Movement),Armed Assault,2,,#N/A,Police,3,,#N/A,,#N/A,,#N/A,Melee,9,Knife or Other Sharp Object,23,,#N/A,,#N/A,0,0,11,,20190324,,,,,,,,,,,,,
201903250001,2019,3,25,3/25/2019,2,Israel,97,10,Middle East & North Africa,Central,Mishmeret,"03/25/2019: A rocket was fired targeting houses in Mishmeret, Central, Israel. At least seven civilians were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement), which the group denied.",,,,1,0,Terrorism,0,Hamas (Islamic Resistance Movement),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,7,0,20190325,,,,,,,,,,,,,
201903260001,2019,3,26,3/26/2019,3,Israel,97,10,Middle East & North Africa,Southern,Sderot,"03/26/2019: Assailants fired a rocket into Sderot, Southern, Israel. The rocket detonated at a home and there were no reported casualties. No group claimed responsibility for the incident.",,,,1,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190326,,,,,,,,,,,,,
201905030001,2019,5,3,5/3/2019,6,Israel,97,10,Middle East & North Africa,Southern,Unknown,"05/03/2019: Snipers opened fire on Israeli Defense Force (IDF) soldiers, including Colonel Liron Batito, at the Israel-Gaza Border in Southern, Israel. The outcome of the attack is unknown. No group claimed responsibility; however, sources attributed the attack to the Palestinian Islamic Jihad (PIJ).",,,,1,0,Doubt,1,Palestinian Islamic Jihad (PIJ),Armed Assault,2,,#N/A,Military,4,,#N/A,,#N/A,,#N/A,Firearms,5,Rifle/Shotgun (non-automatic),4,,#N/A,,#N/A,,0,,0,20190503,,,,,,,,,,,,,
201905040001,2019,5,4,5/4/2019,7,Israel,97,10,Middle East & North Africa,Southern,Kissufim,"05/04/2019: Assailants fired a rocket at a house in Kissufim, Southern, Israel. No casualties were reported. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190504,,,,,,,,,,,,,
201905040002,2019,5,4,5/4/2019,7,Israel,97,10,Middle East & North Africa,Southern,Shaar HaNegev regional council,"05/04/2019: Assailants fired a rocket at Shaar HaNegev regional council, Southern, Israel. The rocket landed in a yard next to a house. No casualties were reported. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190504,,,,,,,,,,,,,
201905040003,2019,5,4,5/4/2019,7,Israel,97,10,Middle East & North Africa,Southern,Ashkelon,"05/04/2019: Assailants fired a rocket targeting a house in Ashkelon, Southern, Israel. A civilian, Moshe Agadi, was killed in the attack. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,1,0,0,0,20190504,,,,,,,,,,,,,
201905050001,2019,5,5,5/5/2019,1,Israel,97,10,Middle East & North Africa,Southern,Ashkelon,"05/05/2019: Assailants in Gaza fired a rocket targeting a factory in Ashkelon, Southern, Israel. At least one person, Ziad Alhamamda, was killed and two people were injured in the attack. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Business,1,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,1,0,2,0,20190505,,,,,,,,,,,,,
201905050002,2019,5,5,5/5/2019,1,Israel,97,10,Middle East & North Africa,Southern,Yad Mordechai,"05/05/2019: Assailants fired a Kornet anti-tank missile at a vehicle in Yad Mordechai, Southern, Israel. One person was killed and two soldiers travelling in a nearby military vehicle were injured in the attack. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,1,0,2,0,20190505,,,,,,,,,,,,,
201905050003,2019,5,5,5/5/2019,1,Israel,97,10,Middle East & North Africa,Southern,Ashdod,"05/05/2019: Assailants fired a rocket into Ashdod, Southern, Israel. At least one person, identified as Rabbi Pinchas Menachem Pashwazman, was killed in the attack. The victim was an American citizen. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,Religious Figures/Institutions,15,Religious Figure,85,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,1,0,0,0,20190505,,,,,,,,,,,,,
201905050004,2019,5,5,5/5/2019,1,Israel,97,10,Middle East & North Africa,Southern,Ashkelon,"05/05/2019: Assailants fired a rocket into Ashkelon, Southern, Israel. The rocket was intercepted, though a hospital was damaged by shrapnel following the interception. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190505,,,,,,,,,,,,,
201905050005,2019,5,5,5/5/2019,1,Israel,97,10,Middle East & North Africa,Southern,Kiryat Gat,"05/05/2019: Assailants fired a rocket into Kiryat Gat, Southern, Israel. At least one person was injured in the attack. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,1,0,20190505,,,,,,,,,,,,,
201905050006,2019,5,5,5/5/2019,1,Israel,97,10,Middle East & North Africa,Southern,Laqiya,"05/05/2019: Assailants fired a rocket into Laqiya, Southern, Israel. At least two people were injured in the attack. This was one of nine rocket attacks in Israel within 24 hours. Hamas (Islamic Resistance Movement) and Palestinian Islamic Jihad (PIJ) claimed responsibility for the incidents.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,2,0,20190505,,,,,,,,,,,,,
201905060001,2019,5,6,5/6/2019,2,Israel,97,10,Middle East & North Africa,Northern,Unknown,"05/06/2019: Assailants set fire to fields near a banana plantation south of Lake Kinneret in Northern, Israel. There were no casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement).",,,,1,0,Terrorism,0,Hamas (Islamic Resistance Movement),Facility/Infrastructure Attack,7,,#N/A,Business,1,,#N/A,,#N/A,,#N/A,Incendiary,8,Arson/Fire,18,,#N/A,,#N/A,0,0,0,0,20190506,,,,,,,,,,,,,
201906010001,2019,6,1,6/1/2019,7,Israel,97,10,Middle East & North Africa,Golan Heights,Unknown,"06/01/2019: Assailants launched two projectiles targeting the Golan Heights, Israel. There were no reported casualties in the attack. No group claimed responsibility for the incident.",,,,1,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190601,,,,,,,,,,,,,
201906020001,2019,6,2,6/2/2019,1,Israel,97,10,Middle East & North Africa,Southern,Yinon,"06/02/2019: An explosive-laden balloon was discovered and safely defused in Yinon, Southern, Israel. No group claimed responsibility for the incident.",,,,0,0,Terrorism,0,Unknown,Facility/Infrastructure Attack,7,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Incendiary,8,Molotov Cocktail/Petrol Bomb,19,,#N/A,,#N/A,0,0,0,0,20190602,,,,,,,,,,,,,
201906130001,2019,6,13,6/13/2019,5,Israel,97,10,Middle East & North Africa,Southern,Sderot,"06/13/2019: Assailants launched a rocket targeting the Sderot Hesder yeshiva building in Sderot, Southern Israel. There were no reported casualties in the attack. This was one of two rocket attacks targeting Southern Israel on this date. No group claimed responsibility for the incident; however, sources attributed the attack to Palestinian extremists.",,,,1,0,Terrorism,0,Palestinian Extremists,Bombing/Explosion,3,,#N/A,Religious Figures/Institutions,15,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190613,,,,,,,,,,,,,
201906130002,2019,6,13,6/13/2019,5,Israel,97,10,Middle East & North Africa,Southern,Nirim,"06/13/2019: Assailants fired a rocket that was safely intercepted by the Iron Dome Missile Defense System over Nirim, Southern, Israel. This was one of two rocket attacks targeting Southern Israel on this date. No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement).",,,,1,0,Terrorism,0,Hamas (Islamic Resistance Movement),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190613,,,,,,,,,,,,,
201906260001,2019,6,26,6/26/2019,4,Israel,97,10,Middle East & North Africa,Southern,Unknown,"06/26/2019: Assailants launched incendiary balloons targeting the Gaza Envelope region in Southern, Israel. There were no reported casualties, but at least nineteen fires started as a result of the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement).",,,,1,0,Terrorism,0,Hamas (Islamic Resistance Movement),Facility/Infrastructure Attack,7,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Incendiary,8,Arson/Fire,18,,#N/A,,#N/A,0,0,0,0,20190626,,,,,,,,,,,,,
201906280001,2019,6,28,6/28/2019,6,Israel,97,10,Middle East & North Africa,Southern,Unknown,"06/28/2019: Several incendiary balloons detonated across Southern, Israel. There were no reported casualties in the attack, but the blasts caused at least fourteen fires. No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement).",,,,1,0,Terrorism,0,Hamas (Islamic Resistance Movement),Facility/Infrastructure Attack,7,,#N/A,Unknown,20,,#N/A,,#N/A,,#N/A,Incendiary,8,Arson/Fire,18,,#N/A,,#N/A,0,0,0,0,20190628,,,,,,,,,,,,,
201907040001,2019,7,4,7/4/2019,5,Israel,97,10,Middle East & North Africa,Central,Lod,"07/04/2019: An explosives-laden vehicle detonated in Lod, Central, Israel. The outcome of the attack is unknown. No group claimed responsibility for the incident.",,,,1,0,Doubt,1,Unknown,Bombing/Explosion,3,,#N/A,Unknown,20,,#N/A,,#N/A,,#N/A,Explosives,6,Vehicle,15,,#N/A,,#N/A,0,0,0,0,20190704,,,,,,,,,,,,,
201907110001,2019,7,11,7/11/2019,5,Israel,97,10,Middle East & North Africa,Southern,Eshkol regional council,"07/11/2019: Three explosive balloons detonated and set fires in Eshkol region, Southern, Israel. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement).",,,,1,0,Terrorism,0,Hamas (Islamic Resistance Movement),Facility/Infrastructure Attack,7,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Incendiary,8,Molotov Cocktail/Petrol Bomb,19,,#N/A,,#N/A,0,0,0,0,20190711,,,,,,,,,,,,,
201908010001,2019,8,1,8/1/2019,5,Israel,97,10,Middle East & North Africa,Southern,Eshkol regional council,"08/01/2019: An assailant opened fire on Israeli security forces at a border post near the Gaza border in Eshkol regional council, Southern, Israel. The assailant was killed and an Israeli Defense Forces officer and two soldiers were wounded in the attack. Hamas (Islamic Resistance Movement) claimed responsibility for the incident.",,,,1,0,Doubt,1,Hamas (Islamic Resistance Movement),Armed Assault,2,,#N/A,Military,4,,#N/A,,#N/A,,#N/A,Explosives,6,Grenade,7,Firearms,5,Automatic or Semi-Automatic Rifle,2,1,1,3,0,20190801,,,,,,,,,,,,,
201908100001,2019,8,10,8/10/2019,7,Israel,97,10,Middle East & North Africa,Southern,Nahal Oz,"08/10/2019: An assailant climbed over the border fence and threw a grenade at a Golani Brigade soldier along the Gaza Strip-Israeli border in Nahal Oz, Southern, Israel. The soldiers returned fire and killed four assailants. No group claimed responsibility for the incident; however, sources suspected that the attack was carried out by Hamas (Islamic Resistance Movement), which denied involvement.",,,,0,0,Doubt,1,Hamas (Islamic Resistance Movement),Armed Assault,2,,#N/A,Military,4,,#N/A,,#N/A,,#N/A,Explosives,6,Grenade,7,Firearms,5,Automatic or Semi-Automatic Rifle,2,4,4,0,0,20190810,,,,,,,,,,,,,
201908160001,2019,8,16,8/16/2019,6,Israel,97,10,Middle East & North Africa,Southern,Unknown,"08/16/2019: Assailants fired a rocket that was intercepted by the Iron Dome Missile Defense System over Southern, Israel. No group claimed responsibility for the incident.",,,,0,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Unknown,20,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190816,,,,,,,,,,,,,
201908170001,2019,8,17,8/17/2019,7,Israel,97,10,Middle East & North Africa,Southern,Sderot,"08/17/2019: Assailants fired two rockets that were intercepted by the Iron Dome Missile Defense System over Sderot, Southern, Israel. There were no reported casualties in the attack, although shrapnel landed on a house. No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement).",,,,0,0,Terrorism,0,Hamas (Islamic Resistance Movement),Bombing/Explosion,3,,#N/A,Unknown,20,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190817,,,,,,,,,,,,,
201908250001,2019,8,25,8/25/2019,1,Israel,97,10,Middle East & North Africa,Southern,Sderot,"08/25/2019: Assailants fired two rockets that were intercepted by the Iron Dome Missile Defense System over Sderot, Southern, Israel. There were no reported casualties although shrapnel landed on a building. No group claimed responsibility; however, authorities attributed the attack to Hamas (Islamic Resistance Movement), which denied involvement, and the Palestinian Islamic Jihad (PIJ).",,,,0,0,Terrorism,0,Hamas (Islamic Resistance Movement),Bombing/Explosion,3,,#N/A,Unknown,20,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190825,,,,,,,,,,,,,
201908270001,2019,8,27,8/27/2019,3,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,"08/27/2019: Assailants threw a pipe bomb at Israeli border patrol officers in Jerusalem city, Jerusalem, Israel. The bomb was safely defused and there were no reported casualties in the attack. No group claimed responsibility for the incident.",,,,0,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Police,3,,#N/A,,#N/A,,#N/A,Explosives,6,Pipe Bomb,31,,#N/A,,#N/A,0,0,0,0,20190827,,,,,,,,,,,,,
201909010001,2019,9,1,9/1/2019,1,Israel,97,10,Middle East & North Africa,Northern,Avivim,"09/01/2019: Assailants in Lebanon fired Kornet anti-tank missiles at a military base in Avivim, Northern, Israel. There were no reported casualties in the attack. Hezbollah claimed responsibility for the incident and stated that the attack was carried out in retaliation for a recent attack on the group's members in Syria.",,,,1,0,Doubt,1,Hezbollah,Bombing/Explosion,3,,#N/A,Military,4,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190901,,,,,,,,,,,,,
201909060001,2019,9,6,9/6/2019,6,Israel,97,10,Middle East & North Africa,Southern,Sderot,"09/06/2019: Assailants launched a rocket at houses in Sderot, Southern, Israel. There were no reported casualties in the attack; however, two women were ""treated for trauma-related shock."" No group claimed responsibility for the incident; however, sources attributed the attack to Hamas (Islamic Resistance Movement).",,,,1,0,Terrorism,0,Hamas (Islamic Resistance Movement),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190906,,,,,,,,,,,,,
201909070001,2019,9,7,9/7/2019,7,Israel,97,10,Middle East & North Africa,Southern,Unknown,"09/07/2019: An explosives-laden drone attacked an Israel Defense Forces (IDF) Humvee in Southern, Israel. There were no reported casualties in the blast. No group claimed responsibility for the incident.",,,,1,0,Doubt,1,Unknown,Bombing/Explosion,3,,#N/A,Military,4,,#N/A,,#N/A,,#N/A,Explosives,6,Remote Trigger,12,,#N/A,,#N/A,0,0,0,0,20190907,,,,,,,,,,,,,
201909100001,2019,9,10,9/10/2019,3,Israel,97,10,Middle East & North Africa,Southern,Ashdod,"09/10/2019: A rocket was intercepted by the Iron Dome Missile defense system in Ashdod, Southern, Israel. This was one of two projectile attacks targeting the Southern district on this night. No group claimed responsibility; however, sources attributed the incident to the Palestinian Islamic Jihad (PIJ).",,,,0,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190910,,,,,,,,,,,,,
201909100002,2019,9,10,9/10/2019,3,Israel,97,10,Middle East & North Africa,Southern,Ashkelon,"09/10/2019: A rocket was intercepted by the Iron Dome Missile defense system in Ashkelon, Southern, Israel. This was one of two projectile attacks targeting the Southern district on this night. No group claimed responsibility for the incident.",,,,0,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190910,,,,,,,,,,,,,
201909110001,2019,9,11,9/11/2019,4,Israel,97,10,Middle East & North Africa,Southern,Hof Ashkelon regional council,"09/11/2019: Assailants launched a rocket at a civilian residence in Hof Ashkelon regional council, Southern, Israel. This was one of two related rocket attacks targeting Hof Ashkelon regional council on this day. There were no reported casualties in the attack. No group claimed responsibility for the incident.",,,,1,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190911,,,,,,,,,,,,,
201909110002,2019,9,11,9/11/2019,4,Israel,97,10,Middle East & North Africa,Southern,Hof Ashkelon regional council,"09/11/2019: Assailants launched a rocket at a greenhouse in Hof Ashkelon regional council, Southern, Israel. There were no reported casualties in the attack. This was one of two related rocket attacks targeting Hof Ashkelon regional council on this day. No group claimed responsibility for the incident.",,,,1,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20190911,,,,,,,,,,,,,
201909250001,2019,9,25,9/25/2019,4,Israel,97,10,Middle East & North Africa,Central,Modiin,"09/25/2019: An assailant stabbed a woman in Modiin, Central, Israel. The woman was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",,,,1,0,Terrorism,0,Palestinian Extremists,Armed Assault,2,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Melee,9,Knife or Other Sharp Object,23,,#N/A,,#N/A,0,0,1,0,20190925,,,,,,,,,,,,,
201910040001,2019,10,4,10/4/2019,6,Israel,97,10,Middle East & North Africa,Southern,Unknown,"10/04/2019: An airborne incendiary device detonated targeting Negev, Southern, Israel. There were no reported casualties in the attack. No group claimed responsibility for the incident.",,,,0,0,Terrorism,0,Unknown,Armed Assault,2,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Incendiary,8,Arson/Fire,18,,#N/A,,#N/A,0,0,0,0,20191004,,,,,,,,,,,,,
201910310001,2019,10,31,10/31/2019,5,Israel,97,10,Middle East & North Africa,Southern,Eshkol regional council,"10/31/2019: Assailants fired a rocket targeting Eshkol, Southern, Israel. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Palestinian extremists.",,,,0,0,Terrorism,0,Palestinian Extremists,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20191031,,,,,,,,,,,,,
201911010001,2019,11,1,11/1/2019,6,Israel,97,10,Middle East & North Africa,Southern,Sderot,"11/01/2019: Assailants fired a rocket targeting a house in Sderot, Southern, Israel. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Palestinian Islamic Jihad (PIJ) and Hamas.",,,,1,0,Terrorism,0,Palestinian Extremists,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20191101,,,,,,,,,,,,,
201911010002,2019,11,1,11/1/2019,6,Israel,97,10,Middle East & North Africa,Southern,Unknown,"11/01/2019: Assailants fired eight rockets targeting Southern, Israel. The rockets were safely intercepted by the Iron Dome defense system. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Palestinian extremists.",,,,0,0,Terrorism,0,Palestinian Extremists,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20191101,,,,,,,,,,,,,
201911120001,2019,11,12,11/12/2019,3,Israel,97,10,Middle East & North Africa,Southern,Sderot,"11/12/2019: Assailants fired a rocket targeting a factory in Sderot, Southern, Israel. No casualties were reported in the attack. This was one of ten related attacks within 24 hours. Palestinian Islamic Jihad (PIJ) claimed responsibility for the incident and stated that the attack was carried out in response to the killing of one of the group's commanders.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Business,1,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20191112,,,,,,,,,,,,,
201911120002,2019,11,12,11/12/2019,3,Israel,97,10,Middle East & North Africa,Southern,Shtulim,"11/12/2019: Assailants fired a rocket targeting civilians at the Shtulim junction along highway 4 in Shtulim, Southern, Israel. At least one civilian was injured in the attack. This was one of ten related attacks within 24 hours. Palestinian Islamic Jihad (PIJ) claimed responsibility for the incident and stated that the attack was carried out in response to the killing of one of the group's commanders.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,1,0,20191112,,,,,,,,,,,,,
201911120003,2019,11,12,11/12/2019,3,Israel,97,10,Middle East & North Africa,Central,Rishon LeZion,"11/12/2019: Assailants fired a rocket targeting Rishon LeZion, Central, Israel. The rocket landed near a civilian residence. No casualties were reported in the attack. This was one of ten related attacks within 24 hours. Palestinian Islamic Jihad (PIJ) claimed responsibility for the incident and stated that the attack was carried out in response to the killing of one of the group's commanders.",,,,1,0,Terrorism,0,Palestinian Islamic Jihad (PIJ),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,#N/A,,#N/A,0,0,0,0,20191112,,,,,,,,,,,,,
